,Visitor,VisitorScore,Home,HomeScore,Date,GAMEID
0,Celtics,99,Cavaliers,102,10/17/2017,0
1,Rockets,122,Warriors,121,10/17/2017,1
2,Hornets,90,Pistons,102,10/18/2017,2
3,Nets,131,Pacers,140,10/18/2017,3
4,Heat,109,Magic,116,10/18/2017,4
5,76ers,115,Wizards,120,10/18/2017,5
6,Bucks,108,Celtics,100,10/18/2017,6
7,Pelicans,91,Grizzlies,103,10/18/2017,7
8,Hawks,117,Mavericks,111,10/18/2017,8
9,Nuggets,96,Jazz,106,10/18/2017,9
10,Timberwolves,99,Spurs,107,10/18/2017,10
11,Trail Blazers,124,Suns,76,10/18/2017,11
12,Rockets,105,Kings,100,10/18/2017,12
13,Bulls,100,Raptors,117,10/19/2017,13
14,Knicks,84,Thunder,105,10/19/2017,14
15,Clippers,108,Lakers,92,10/19/2017,15
16,Hawks,91,Hornets,109,10/20/2017,16
17,Trail Blazers,114,Pacers,96,10/20/2017,17
18,Celtics,102,76ers,92,10/20/2017,18
19,Pistons,111,Wizards,115,10/20/2017,19
20,Cavaliers,116,Bucks,97,10/20/2017,20
21,Magic,121,Nets,126,10/20/2017,21
22,Jazz,97,Timberwolves,100,10/20/2017,22
23,Kings,93,Mavericks,88,10/20/2017,23
24,Warriors,128,Pelicans,120,10/20/2017,24
25,Lakers,132,Suns,130,10/20/2017,25
26,76ers,94,Raptors,128,10/21/2017,26
27,Magic,114,Cavaliers,93,10/21/2017,27
28,Pacers,108,Heat,112,10/21/2017,28
29,Pistons,111,Knicks,107,10/21/2017,29
30,Spurs,87,Bulls,77,10/21/2017,30
31,Mavericks,91,Rockets,107,10/21/2017,31
32,Warriors,101,Grizzlies,111,10/21/2017,32
33,Trail Blazers,110,Bucks,113,10/21/2017,33
34,Kings,79,Nuggets,96,10/21/2017,34
35,Thunder,87,Jazz,96,10/21/2017,35
36,Suns,88,Clippers,130,10/21/2017,36
37,Hawks,104,Nets,116,10/22/2017,37
38,Timberwolves,115,Thunder,113,10/22/2017,38
39,Pelicans,119,Lakers,112,10/22/2017,39
40,76ers,97,Pistons,86,10/23/2017,40
41,Hawks,93,Heat,104,10/23/2017,41
42,Grizzlies,98,Rockets,90,10/23/2017,42
43,Hornets,94,Bucks,103,10/23/2017,43
44,Warriors,133,Mavericks,103,10/23/2017,44
45,Raptors,97,Spurs,101,10/23/2017,45
46,Wizards,109,Nuggets,104,10/23/2017,46
47,Kings,115,Suns,117,10/23/2017,47
48,Bulls,112,Cavaliers,119,10/24/2017,48
49,Nets,121,Magic,125,10/24/2017,49
50,Knicks,89,Celtics,110,10/24/2017,50
51,Pacers,130,Timberwolves,107,10/24/2017,51
52,Pelicans,93,Trail Blazers,103,10/24/2017,52
53,Jazz,84,Clippers,102,10/24/2017,53
54,Nuggets,93,Hornets,110,10/25/2017,54
55,Timberwolves,101,Pistons,122,10/25/2017,55
56,Rockets,105,76ers,104,10/25/2017,56
57,Cavaliers,107,Nets,112,10/25/2017,57
58,Spurs,117,Heat,100,10/25/2017,58
59,Pacers,96,Thunder,114,10/25/2017,59
60,Grizzlies,94,Mavericks,103,10/25/2017,60
61,Jazz,88,Suns,97,10/25/2017,61
62,Raptors,112,Warriors,117,10/25/2017,62
63,Wizards,99,Lakers,102,10/25/2017,63
64,Hawks,86,Bulls,91,10/26/2017,64
65,Mavericks,91,Grizzlies,96,10/26/2017,65
66,Celtics,96,Bucks,89,10/26/2017,66
67,Clippers,104,Trail Blazers,103,10/26/2017,67
68,Pelicans,114,Kings,106,10/26/2017,68
69,Rockets,109,Hornets,93,10/27/2017,69
70,Spurs,87,Magic,114,10/27/2017,70
71,Nuggets,105,Hawks,100,10/27/2017,71
72,Nets,86,Knicks,107,10/27/2017,72
73,Thunder,116,Timberwolves,119,10/27/2017,73
74,Wizards,117,Warriors,120,10/27/2017,74
75,Raptors,101,Lakers,92,10/27/2017,75
76,Cavaliers,101,Pelicans,123,10/28/2017,76
77,Celtics,96,Heat,90,10/28/2017,77
78,Thunder,101,Bulls,69,10/28/2017,78
79,Rockets,89,Grizzlies,103,10/28/2017,79
80,76ers,112,Mavericks,110,10/28/2017,80
81,Lakers,81,Jazz,96,10/28/2017,81
82,Suns,107,Trail Blazers,114,10/28/2017,82
83,Pistons,95,Clippers,87,10/28/2017,83
84,Bucks,117,Hawks,106,10/29/2017,84
85,Spurs,94,Pacers,97,10/29/2017,85
86,Nuggets,124,Nets,111,10/29/2017,86
87,Magic,113,Hornets,120,10/29/2017,87
88,Wizards,110,Kings,83,10/29/2017,88
89,Knicks,114,Cavaliers,95,10/29/2017,89
90,Pistons,115,Warriors,107,10/29/2017,90
91,Spurs,94,Celtics,108,10/30/2017,91
92,Timberwolves,125,Heat,122,10/30/2017,92
93,Nuggets,110,Knicks,116,10/30/2017,93
94,76ers,115,Rockets,107,10/30/2017,94
95,Hornets,104,Grizzlies,99,10/30/2017,95
96,Magic,115,Pelicans,99,10/30/2017,96
97,Mavericks,89,Jazz,104,10/30/2017,97
98,Raptors,99,Trail Blazers,85,10/30/2017,98
99,Warriors,141,Clippers,113,10/30/2017,99
100,Kings,83,Pacers,101,10/31/2017,100
101,Suns,122,Nets,114,10/31/2017,101
102,Thunder,110,Bucks,91,10/31/2017,102
103,Pistons,93,Lakers,113,10/31/2017,103
104,Bucks,121,Hornets,126,11/1/2017,104
105,Pacers,124,Cavaliers,107,11/1/2017,105
106,Hawks,109,76ers,119,11/1/2017,106
107,Suns,122,Wizards,116,11/1/2017,107
108,Kings,86,Celtics,113,11/1/2017,108
109,Bulls,91,Heat,97,11/1/2017,109
110,Rockets,119,Knicks,97,11/1/2017,110
111,Magic,101,Grizzlies,99,11/1/2017,111
112,Timberwolves,104,Pelicans,98,11/1/2017,112
113,Raptors,111,Nuggets,129,11/1/2017,113
114,Trail Blazers,103,Jazz,112,11/1/2017,114
115,Mavericks,98,Clippers,119,11/1/2017,115
116,Warriors,112,Spurs,92,11/2/2017,116
117,Lakers,110,Trail Blazers,113,11/2/2017,117
118,Bucks,96,Pistons,105,11/3/2017,118
119,Bulls,105,Magic,83,11/3/2017,119
120,Pacers,110,76ers,121,11/3/2017,120
121,Cavaliers,130,Wizards,122,11/3/2017,121
122,Rockets,119,Hawks,104,11/3/2017,122
123,Suns,107,Knicks,120,11/3/2017,123
124,Pelicans,99,Mavericks,94,11/3/2017,124
125,Hornets,101,Spurs,108,11/3/2017,125
126,Heat,94,Nuggets,95,11/3/2017,126
127,Raptors,109,Jazz,100,11/3/2017,127
128,Celtics,101,Thunder,94,11/3/2017,128
129,Nets,112,Lakers,124,11/3/2017,129
130,Grizzlies,113,Clippers,104,11/4/2017,130
131,Kings,99,Pistons,108,11/4/2017,131
132,Pelicans,96,Bulls,90,11/4/2017,132
133,Mavericks,99,Timberwolves,112,11/4/2017,133
134,Warriors,127,Nuggets,108,11/4/2017,134
135,Hawks,117,Cavaliers,115,11/5/2017,135
136,Heat,104,Clippers,101,11/5/2017,136
137,Celtics,104,Magic,88,11/5/2017,137
138,Wizards,107,Raptors,96,11/5/2017,138
139,Jazz,110,Rockets,137,11/5/2017,139
140,Suns,95,Spurs,112,11/5/2017,140
141,Pacers,101,Knicks,108,11/5/2017,141
142,Hornets,94,Timberwolves,112,11/5/2017,142
143,Thunder,99,Trail Blazers,103,11/5/2017,143
144,Grizzlies,102,Lakers,107,11/5/2017,144
145,Celtics,110,Hawks,107,11/6/2017,145
146,Nets,98,Suns,92,11/6/2017,146
147,Heat,80,Warriors,97,11/6/2017,147
148,Bucks,119,Cavaliers,124,11/7/2017,148
149,Pelicans,117,Pacers,112,11/7/2017,149
150,Mavericks,113,Wizards,99,11/7/2017,150
151,Hornets,113,Knicks,118,11/7/2017,151
152,Bulls,114,Raptors,119,11/7/2017,152
153,Clippers,107,Spurs,120,11/7/2017,153
154,Nets,104,Nuggets,112,11/7/2017,154
155,76ers,104,Jazz,97,11/7/2017,155
156,Grizzlies,98,Trail Blazers,97,11/7/2017,156
157,Thunder,86,Kings,94,11/7/2017,157
158,Pacers,97,Pistons,114,11/8/2017,158
159,Knicks,99,Magic,112,11/8/2017,159
160,Lakers,96,Celtics,107,11/8/2017,160
161,Heat,126,Suns,115,11/8/2017,161
162,Timberwolves,101,Warriors,125,11/8/2017,162
163,Lakers,95,Wizards,111,11/9/2017,163
164,Pelicans,118,Raptors,122,11/9/2017,164
165,Cavaliers,113,Rockets,117,11/9/2017,165
166,76ers,108,Kings,109,11/9/2017,166
167,Thunder,94,Nuggets,102,11/9/2017,167
168,Hawks,104,Pistons,111,11/10/2017,168
169,Hornets,87,Celtics,90,11/10/2017,169
170,Pacers,105,Bulls,87,11/10/2017,170
171,Clippers,111,Thunder,120,11/10/2017,171
172,Bucks,94,Spurs,87,11/10/2017,172
173,Magic,128,Suns,112,11/10/2017,173
174,Heat,84,Jazz,74,11/10/2017,174
175,Nets,101,Trail Blazers,97,11/10/2017,175
176,Hawks,94,Wizards,113,11/11/2017,176
177,Clippers,103,Pelicans,111,11/11/2017,177
178,Kings,91,Knicks,118,11/11/2017,178
179,Grizzlies,96,Rockets,111,11/11/2017,179
180,Cavaliers,111,Mavericks,104,11/11/2017,180
181,Lakers,90,Bucks,98,11/11/2017,181
182,Bulls,94,Spurs,133,11/11/2017,182
183,76ers,114,Warriors,135,11/11/2017,183
184,Magic,107,Nuggets,125,11/11/2017,184
185,Timberwolves,110,Suns,118,11/11/2017,185
186,Nets,106,Jazz,114,11/11/2017,186
187,Raptors,94,Celtics,95,11/12/2017,187
188,Heat,103,Pistons,112,11/12/2017,188
189,Rockets,118,Pacers,95,11/12/2017,189
190,Mavericks,99,Thunder,112,11/12/2017,190
191,Kings,92,Wizards,110,11/13/2017,191
192,Cavaliers,104,Knicks,101,11/13/2017,192
193,Grizzlies,103,Bucks,110,11/13/2017,193
194,Hawks,105,Pelicans,106,11/13/2017,194
195,Lakers,100,Suns,93,11/13/2017,195
196,Timberwolves,109,Jazz,98,11/13/2017,196
197,Nuggets,82,Trail Blazers,99,11/13/2017,197
198,Magic,100,Warriors,110,11/13/2017,198
199,76ers,109,Clippers,105,11/13/2017,199
200,Celtics,109,Nets,102,11/14/2017,200
201,Raptors,129,Rockets,113,11/14/2017,201
202,Spurs,97,Mavericks,91,11/14/2017,202
203,Kings,80,Hawks,126,11/15/2017,203
204,Wizards,102,Heat,93,11/15/2017,204
205,Jazz,101,Knicks,106,11/15/2017,205
206,Cavaliers,115,Hornets,107,11/15/2017,206
207,Pacers,116,Grizzlies,113,11/15/2017,207
208,Pistons,95,Bucks,99,11/15/2017,208
209,Spurs,86,Timberwolves,98,11/15/2017,209
210,Raptors,125,Pelicans,116,11/15/2017,210
211,Bulls,79,Thunder,92,11/15/2017,211
212,Magic,94,Trail Blazers,99,11/15/2017,212
213,76ers,115,Lakers,109,11/15/2017,213
214,Warriors,88,Celtics,92,11/16/2017,214
215,Rockets,142,Suns,116,11/16/2017,215
216,Pistons,100,Pacers,107,11/17/2017,216
217,Heat,91,Wizards,88,11/17/2017,217
218,Jazz,107,Nets,118,11/17/2017,218
219,Clippers,113,Cavaliers,118,11/17/2017,219
220,Knicks,84,Raptors,107,11/17/2017,220
221,Hornets,120,Bulls,123,11/17/2017,221
222,Thunder,101,Spurs,104,11/17/2017,222
223,Timberwolves,111,Mavericks,87,11/17/2017,223
224,Trail Blazers,82,Kings,86,11/17/2017,224
225,Pelicans,114,Nuggets,146,11/17/2017,225
226,Suns,122,Lakers,113,11/17/2017,226
227,Clippers,87,Hornets,102,11/18/2017,227
228,Jazz,125,Magic,85,11/18/2017,228
229,Celtics,110,Hawks,99,11/18/2017,229
230,Warriors,124,76ers,116,11/18/2017,230
231,Rockets,105,Grizzlies,83,11/18/2017,231
232,Bucks,79,Mavericks,111,11/18/2017,232
233,Kings,90,Trail Blazers,102,11/18/2017,233
234,Wizards,91,Raptors,100,11/19/2017,234
235,Pacers,120,Heat,95,11/19/2017,235
236,Warriors,118,Nets,111,11/19/2017,236
237,Pistons,100,Timberwolves,97,11/19/2017,237
238,Bulls,105,Suns,113,11/19/2017,238
239,Nuggets,109,Lakers,127,11/19/2017,239
240,Timberwolves,102,Hornets,118,11/20/2017,240
241,Cavaliers,116,Pistons,88,11/20/2017,241
242,Pacers,105,Magic,97,11/20/2017,242
243,Jazz,86,76ers,107,11/20/2017,243
244,Clippers,85,Knicks,107,11/20/2017,244
245,Trail Blazers,100,Grizzlies,92,11/20/2017,245
246,Wizards,99,Bucks,88,11/20/2017,246
247,Thunder,107,Pelicans,114,11/20/2017,247
248,Celtics,110,Mavericks,102,11/20/2017,248
249,Hawks,85,Spurs,96,11/20/2017,249
250,Nuggets,114,Kings,98,11/20/2017,250
251,Bulls,94,Lakers,103,11/21/2017,251
252,Wizards,124,Hornets,129,11/22/2017,252
253,Nets,109,Cavaliers,119,11/22/2017,253
254,Trail Blazers,81,76ers,101,11/22/2017,254
255,Clippers,116,Hawks,103,11/22/2017,255
256,Celtics,98,Heat,104,11/22/2017,256
257,Raptors,100,Knicks,108,11/22/2017,257
258,Nuggets,95,Rockets,125,11/22/2017,258
259,Mavericks,95,Grizzlies,94,11/22/2017,259
260,Magic,118,Timberwolves,124,11/22/2017,260
261,Spurs,90,Pelicans,107,11/22/2017,261
262,Warriors,91,Thunder,108,11/22/2017,262
263,Bucks,113,Suns,107,11/22/2017,263
264,Bulls,80,Jazz,110,11/22/2017,264
265,Lakers,102,Kings,113,11/22/2017,265
266,Trail Blazers,127,Nets,125,11/24/2017,266
267,Knicks,104,Hawks,116,11/24/2017,267
268,Magic,103,Celtics,118,11/24/2017,268
269,Hornets,99,Cavaliers,100,11/24/2017,269
270,Raptors,104,Pacers,107,11/24/2017,270
271,Heat,109,Timberwolves,97,11/24/2017,271
272,Pistons,99,Thunder,98,11/24/2017,272
273,Grizzlies,92,Nuggets,104,11/24/2017,273
274,Pelicans,115,Suns,91,11/24/2017,274
275,Bulls,94,Warriors,143,11/24/2017,275
276,Spurs,106,Hornets,86,11/25/2017,276
277,Magic,111,76ers,130,11/25/2017,277
278,Trail Blazers,108,Wizards,105,11/25/2017,278
279,Raptors,112,Hawks,78,11/25/2017,279
280,Celtics,108,Pacers,98,11/25/2017,280
281,Knicks,102,Rockets,117,11/25/2017,281
282,Thunder,81,Mavericks,97,11/25/2017,282
283,Pelicans,95,Warriors,110,11/25/2017,283
284,Bucks,108,Jazz,121,11/25/2017,284
285,Clippers,97,Kings,95,11/25/2017,285
286,Heat,100,Bulls,93,11/26/2017,286
287,Suns,108,Timberwolves,119,11/26/2017,287
288,Nets,98,Grizzlies,88,11/26/2017,288
289,Magic,109,Pacers,121,11/27/2017,289
290,Cavaliers,113,76ers,91,11/27/2017,290
291,Pistons,118,Celtics,108,11/27/2017,291
292,Trail Blazers,103,Knicks,91,11/27/2017,292
293,Nets,103,Rockets,117,11/27/2017,293
294,Mavericks,108,Spurs,115,11/27/2017,294
295,Kings,110,Warriors,106,11/27/2017,295
296,Lakers,115,Clippers,120,11/27/2017,296
297,Heat,97,Cavaliers,108,11/28/2017,297
298,Suns,104,Bulls,99,11/28/2017,298
299,Wizards,92,Timberwolves,89,11/28/2017,299
300,Nuggets,77,Jazz,106,11/28/2017,300
301,Bucks,112,Kings,87,11/28/2017,301
302,Suns,107,Pistons,131,11/29/2017,302
303,Thunder,108,Magic,121,11/29/2017,303
304,Wizards,113,76ers,118,11/29/2017,304
305,Heat,86,Knicks,115,11/29/2017,305
306,Hornets,113,Raptors,126,11/29/2017,306
307,Pacers,97,Rockets,118,11/29/2017,307
308,Timberwolves,120,Pelicans,102,11/29/2017,308
309,Nets,109,Mavericks,104,11/29/2017,309
310,Grizzlies,95,Spurs,104,11/29/2017,310
311,Warriors,127,Lakers,123,11/29/2017,311
312,Cavaliers,121,Hawks,114,11/30/2017,312
313,76ers,97,Celtics,108,11/30/2017,313
314,Bulls,110,Nuggets,111,11/30/2017,314
315,Bucks,103,Trail Blazers,91,11/30/2017,315
316,Jazz,126,Clippers,107,11/30/2017,316
317,Warriors,133,Magic,112,12/1/2017,317
318,Pistons,91,Wizards,109,12/1/2017,318
319,Pacers,115,Raptors,120,12/1/2017,319
320,Hornets,100,Heat,105,12/1/2017,320
321,Kings,107,Bulls,106,12/1/2017,321
322,Spurs,95,Grizzlies,79,12/1/2017,322
323,Timberwolves,107,Thunder,111,12/1/2017,323
324,Pelicans,108,Jazz,114,12/1/2017,324
325,Suns,111,Celtics,116,12/2/2017,325
326,Clippers,82,Mavericks,108,12/2/2017,326
327,Hawks,114,Nets,102,12/2/2017,327
328,Grizzlies,111,Cavaliers,116,12/2/2017,328
329,Pistons,103,76ers,108,12/2/2017,329
330,Kings,104,Bucks,109,12/2/2017,330
331,Lakers,100,Nuggets,115,12/2/2017,331
332,Pelicans,123,Trail Blazers,116,12/2/2017,332
333,Magic,105,Knicks,100,12/3/2017,333
334,Warriors,123,Heat,95,12/3/2017,334
335,Clippers,106,Timberwolves,112,12/3/2017,335
336,Spurs,87,Thunder,90,12/3/2017,336
337,Rockets,118,Lakers,95,12/3/2017,337
338,Magic,94,Hornets,104,12/4/2017,338
339,Knicks,97,Pacers,115,12/4/2017,339
340,Suns,115,76ers,101,12/4/2017,340
341,Nets,110,Hawks,90,12/4/2017,341
342,Bucks,100,Celtics,111,12/4/2017,342
343,Cavaliers,113,Bulls,91,12/4/2017,343
344,Timberwolves,92,Grizzlies,95,12/4/2017,344
345,Warriors,125,Pelicans,115,12/4/2017,345
346,Nuggets,105,Mavericks,122,12/4/2017,346
347,Pistons,93,Spurs,96,12/4/2017,347
348,Wizards,69,Jazz,116,12/4/2017,348
349,Suns,113,Raptors,126,12/5/2017,349
350,Jazz,94,Thunder,100,12/5/2017,350
351,Wizards,106,Trail Blazers,92,12/5/2017,351
352,Kings,95,Cavaliers,101,12/6/2017,352
353,Bulls,96,Pacers,98,12/6/2017,353
354,Hawks,106,Magic,110,12/6/2017,354
355,Mavericks,90,Celtics,97,12/6/2017,355
356,Grizzlies,88,Knicks,99,12/6/2017,356
357,Warriors,101,Hornets,87,12/6/2017,357
358,Pistons,100,Bucks,104,12/6/2017,358
359,Nuggets,114,Pelicans,123,12/6/2017,359
360,Heat,105,Spurs,117,12/6/2017,360
361,Timberwolves,113,Clippers,107,12/6/2017,361
362,Lakers,107,76ers,104,12/7/2017,362
363,Wizards,109,Suns,99,12/7/2017,363
364,Thunder,95,Nets,100,12/7/2017,364
365,Rockets,112,Jazz,101,12/7/2017,365
366,Bulls,119,Hornets,111,12/8/2017,366
367,Warriors,102,Pistons,98,12/8/2017,367
368,Cavaliers,102,Pacers,106,12/8/2017,368
369,Nuggets,103,Magic,89,12/8/2017,369
370,Raptors,116,Grizzlies,107,12/8/2017,370
371,Mavericks,102,Bucks,109,12/8/2017,371
372,Kings,116,Pelicans,109,12/8/2017,372
373,Celtics,102,Spurs,105,12/8/2017,373
374,Wizards,112,Clippers,113,12/9/2017,374
375,Heat,101,Nets,89,12/9/2017,375
376,Lakers,110,Hornets,99,12/9/2017,376
377,Magic,110,Hawks,117,12/9/2017,377
378,76ers,98,Cavaliers,105,12/9/2017,378
379,Knicks,102,Bulls,104,12/9/2017,379
380,Jazz,100,Bucks,117,12/9/2017,380
381,Thunder,102,Grizzlies,101,12/9/2017,381
382,Spurs,104,Suns,101,12/9/2017,382
383,Rockets,124,Trail Blazers,117,12/9/2017,383
384,Raptors,102,Kings,87,12/10/2017,384
385,Celtics,91,Pistons,81,12/10/2017,385
386,Nuggets,116,Pacers,126,12/10/2017,386
387,Mavericks,92,Timberwolves,97,12/10/2017,387
388,76ers,124,Pelicans,131,12/10/2017,388
389,Hawks,107,Knicks,111,12/10/2017,389
390,Celtics,85,Bulls,108,12/11/2017,390
391,Pelicans,123,Rockets,130,12/11/2017,391
392,Heat,107,Grizzlies,82,12/11/2017,392
393,Hornets,116,Thunder,103,12/11/2017,393
394,Trail Blazers,104,Warriors,111,12/11/2017,394
395,Raptors,91,Clippers,96,12/11/2017,395
396,Hawks,114,Cavaliers,123,12/12/2017,396
397,Nuggets,103,Pistons,84,12/12/2017,397
398,Lakers,109,Knicks,113,12/12/2017,398
399,Wizards,98,Nets,103,12/12/2017,399
400,Spurs,89,Mavericks,95,12/12/2017,400
401,76ers,118,Timberwolves,112,12/12/2017,401
402,Suns,92,Kings,99,12/12/2017,402
403,Thunder,100,Pacers,95,12/13/2017,403
404,Clippers,106,Magic,95,12/13/2017,404
405,Grizzlies,87,Wizards,93,12/13/2017,405
406,Nuggets,118,Celtics,124,12/13/2017,406
407,Trail Blazers,102,Heat,95,12/13/2017,407
408,Jazz,100,Bulls,103,12/13/2017,408
409,Bucks,108,Pelicans,115,12/13/2017,409
410,Raptors,115,Suns,109,12/13/2017,410
411,Hornets,96,Rockets,108,12/13/2017,411
412,Pistons,105,Hawks,91,12/14/2017,412
413,Knicks,111,Nets,104,12/14/2017,413
414,Lakers,112,Cavaliers,121,12/14/2017,414
415,Kings,96,Timberwolves,119,12/14/2017,415
416,Mavericks,97,Warriors,112,12/14/2017,416
417,Heat,104,Hornets,98,12/15/2017,417
418,Pistons,104,Pacers,98,12/15/2017,418
419,Trail Blazers,95,Magic,88,12/15/2017,419
420,Thunder,119,76ers,117,12/15/2017,420
421,Clippers,91,Wizards,100,12/15/2017,421
422,Jazz,107,Celtics,95,12/15/2017,422
423,Nets,87,Raptors,120,12/15/2017,423
424,Hawks,94,Grizzlies,96,12/15/2017,424
425,Bulls,115,Bucks,109,12/15/2017,425
426,Pelicans,111,Nuggets,117,12/15/2017,426
427,Spurs,109,Rockets,124,12/15/2017,427
428,Trail Blazers,93,Hornets,91,12/16/2017,428
429,Jazz,100,Cavaliers,109,12/16/2017,429
430,Thunder,96,Knicks,111,12/16/2017,430
431,Clippers,85,Heat,90,12/16/2017,431
432,Bucks,111,Rockets,115,12/16/2017,432
433,Suns,108,Timberwolves,106,12/16/2017,433
434,Mavericks,96,Spurs,98,12/16/2017,434
435,Celtics,102,Grizzlies,93,12/16/2017,435
436,Kings,93,Raptors,108,12/17/2017,436
437,Magic,110,Pistons,114,12/17/2017,437
438,Pacers,109,Nets,97,12/17/2017,438
439,Cavaliers,106,Wizards,99,12/17/2017,439
440,Knicks,91,Hornets,109,12/18/2017,440
441,Celtics,112,Pacers,111,12/18/2017,441
442,Heat,104,Hawks,110,12/18/2017,442
443,76ers,115,Bulls,117,12/18/2017,443
444,Jazz,99,Rockets,120,12/18/2017,444
445,Trail Blazers,107,Timberwolves,108,12/18/2017,445
446,Nuggets,94,Thunder,95,12/18/2017,446
447,Suns,97,Mavericks,91,12/18/2017,447
448,Clippers,91,Spurs,109,12/18/2017,448
449,Warriors,116,Lakers,114,12/18/2017,449
450,Kings,101,76ers,95,12/19/2017,450
451,Pelicans,106,Wizards,116,12/19/2017,451
452,Cavaliers,116,Bucks,119,12/19/2017,452
453,Raptors,129,Hornets,111,12/20/2017,453
454,Pacers,105,Hawks,95,12/20/2017,454
455,Heat,90,Celtics,89,12/20/2017,455
456,Kings,104,Nets,99,12/20/2017,456
457,Magic,94,Bulls,112,12/20/2017,457
458,Lakers,122,Rockets,116,12/20/2017,458
459,Jazz,79,Thunder,107,12/20/2017,459
460,Pistons,93,Mavericks,110,12/20/2017,460
461,Timberwolves,112,Nuggets,104,12/20/2017,461
462,Spurs,93,Trail Blazers,91,12/20/2017,462
463,Grizzlies,84,Warriors,97,12/20/2017,463
464,Suns,95,Clippers,108,12/20/2017,464
465,Bulls,112,Cavaliers,115,12/21/2017,465
466,Raptors,114,76ers,109,12/21/2017,466
467,Celtics,93,Knicks,102,12/21/2017,467
468,Grizzlies,95,Suns,97,12/21/2017,468
469,Spurs,89,Jazz,100,12/21/2017,469
470,Knicks,101,Pistons,104,12/22/2017,470
471,Pelicans,111,Magic,97,12/22/2017,471
472,Wizards,84,Nets,119,12/22/2017,472
473,Mavericks,101,Heat,113,12/22/2017,473
474,Clippers,128,Rockets,118,12/22/2017,474
475,Hornets,104,Bucks,109,12/22/2017,475
476,Hawks,117,Thunder,120,12/22/2017,476
477,Nuggets,102,Trail Blazers,85,12/22/2017,477
478,Lakers,106,Warriors,113,12/22/2017,478
479,76ers,86,Raptors,102,12/23/2017,479
480,Bucks,106,Hornets,111,12/23/2017,480
481,Nets,119,Pacers,123,12/23/2017,481
482,Magic,103,Wizards,130,12/23/2017,482
483,Mavericks,107,Hawks,112,12/23/2017,483
484,Bulls,92,Celtics,117,12/23/2017,484
485,Pelicans,109,Heat,94,12/23/2017,485
486,Clippers,112,Grizzlies,115,12/23/2017,486
487,Thunder,103,Jazz,89,12/23/2017,487
488,Nuggets,96,Warriors,81,12/23/2017,488
489,Timberwolves,115,Suns,106,12/23/2017,489
490,Trail Blazers,95,Lakers,92,12/23/2017,490
491,Spurs,108,Kings,99,12/23/2017,491
492,76ers,105,Knicks,98,12/25/2017,492
493,Cavaliers,92,Warriors,99,12/25/2017,493
494,Wizards,111,Celtics,103,12/25/2017,494
495,Rockets,107,Thunder,112,12/25/2017,495
496,Timberwolves,121,Lakers,104,12/25/2017,496
497,Pacers,83,Pistons,107,12/26/2017,497
498,Raptors,93,Mavericks,98,12/26/2017,498
499,Magic,89,Heat,107,12/26/2017,499
500,Bulls,115,Bucks,106,12/26/2017,500
501,Nets,97,Spurs,109,12/26/2017,501
502,Jazz,83,Nuggets,107,12/26/2017,502
503,Grizzlies,97,Suns,99,12/26/2017,503
504,Kings,95,Clippers,122,12/26/2017,504
505,Celtics,102,Hornets,91,12/27/2017,505
506,Mavericks,98,Pacers,94,12/27/2017,506
507,Wizards,99,Hawks,113,12/27/2017,507
508,Knicks,87,Bulls,92,12/27/2017,508
509,Nuggets,125,Timberwolves,128,12/27/2017,509
510,Nets,113,Pelicans,128,12/27/2017,510
511,Raptors,107,Thunder,124,12/27/2017,511
512,Cavaliers,95,Kings,109,12/27/2017,512
513,Jazz,101,Warriors,126,12/27/2017,513
514,Grizzlies,109,Lakers,99,12/27/2017,514
515,Pistons,89,Magic,102,12/28/2017,515
516,Rockets,98,Celtics,99,12/28/2017,516
517,Timberwolves,96,Bucks,102,12/28/2017,517
518,Knicks,107,Spurs,119,12/28/2017,518
519,76ers,110,Trail Blazers,114,12/28/2017,519
520,Rockets,103,Wizards,121,12/29/2017,520
521,Hawks,98,Raptors,111,12/29/2017,521
522,Nets,111,Heat,87,12/29/2017,522
523,Pacers,107,Bulls,119,12/29/2017,523
524,Mavericks,128,Pelicans,120,12/29/2017,524
525,Bucks,97,Thunder,95,12/29/2017,525
526,Suns,111,Kings,101,12/29/2017,526
527,Hornets,111,Warriors,100,12/29/2017,527
528,Clippers,121,Lakers,106,12/29/2017,528
529,Spurs,79,Pistons,93,12/30/2017,529
530,Heat,117,Magic,111,12/30/2017,530
531,Knicks,105,Pelicans,103,12/30/2017,531
532,Trail Blazers,89,Hawks,104,12/30/2017,532
533,Cavaliers,101,Jazz,104,12/30/2017,533
534,Grizzlies,128,Warriors,141,12/30/2017,534
535,76ers,107,Nuggets,102,12/30/2017,535
536,Bulls,110,Wizards,114,12/31/2017,536
537,Timberwolves,107,Pacers,90,12/31/2017,537
538,Nets,105,Celtics,108,12/31/2017,538
539,Lakers,142,Rockets,148,12/31/2017,539
540,Mavericks,116,Thunder,113,12/31/2017,540
541,Hornets,98,Clippers,106,12/31/2017,541
542,Grizzlies,114,Kings,96,12/31/2017,542
543,76ers,123,Suns,110,12/31/2017,543
544,Magic,95,Nets,98,1/1/2018,544
545,Bucks,127,Raptors,131,1/1/2018,545
546,Trail Blazers,124,Bulls,120,1/1/2018,546
547,Lakers,96,Timberwolves,114,1/1/2018,547
548,Trail Blazers,110,Cavaliers,127,1/2/2018,548
